,Utterance_ID,Speaker,Utterance,Emotion,Dialogue_ID
2,3,Joey,But what if something goes wrong?,fear,1182
3,4,Gunther,We've prepared for every possible scenario.,neutral,1182
4,5,Joey,I just have a really bad feeling about this...,fear,1182
5,6,Ross,You guys need to relax. Everything will be fine.,joy,1182
6,7,Rachel,Ross is right. We've got this.,joy,1182
7,8,Joey,I hope you're right...,fear,1182
8,9,Ross,"Trust us, Joey. We've got your back.",neutral,1182
9,10,Rachel,Now let's go out there and face our fears!,joy,1182
0,1,Phoebe,"Oh no, what's that noise?",fear,1183
1,2,Fireman,"It's just the fire alarm, but it seems to be malfunctioning.",neutral,1183
2,3,Phoebe,But it's so loud! It's terrifying!,fear,1183
3,4,Fireman,"Don't worry, I'll fix it. Is there a reset button?",neutral,1183
4,5,Phoebe,"I don't know, I'm too scared to look!",fear,1183
5,6,Fireman,"Okay, I'll check. Please try to stay calm.",neutral,1183
6,7,Phoebe,I can't! What if it doesn't stop?,fear,1183
7,8,Fireman,I'll make sure it does. Found the reset button.,neutral,1183
8,9,Phoebe,Really? You're sure?,fear,1183
9,10,Fireman,"Yes, it's just a minor issue. Nothing to be scared of.",neutral,1183
10,11,Phoebe,Okay... I trust you.,fear,1183
11,12,Fireman,"There we go, it's fixed now.",joy,1183
12,13,Phoebe,Thank God! I was so afraid.,fear,1183
13,14,Fireman,"I understand, but there's no need to worry now.",neutral,1183
14,15,Phoebe,You're right. Thanks for your help.,joy,1183
0,1,Ross,Hello.,neutral,1184
1,2,Ross,I'm afraid I have some bad news.,fear,1184
2,3,Joey,What? What is it?,fear,1184
3,4,Ross,There's been an accident at the university.,fear,1184
4,5,Joey,Oh no! Is everyone okay?,fear,1184
5,6,Ross,"Some people were injured, but they're being taken care of.",fear,1184
6,7,Ross,Let's all be careful out there.,fear,1184
0,1,Jim,"I don't know how to tell you this, but I think I saw something strange at the office.",fear,1185
1,2,Pam,"What do you mean strange? Like, something supernatural?",surprise,1185
2,3,Jim,"Yes, I think so. I'm really scared to go back there.",fear,1185
3,4,Pam,You're starting to freak me out. What exactly happened?,fear,1185
4,5,Jim,"I saw a figure, but it disappeared when I looked directly at it. It was terrifying.",fear,1185
5,6,Pam,I don't know what to say. Maybe we should investigate further?,fear,1185
6,7,Jim,I don't think that's a good idea. I'm afraid of what we might find.,fear,1185
7,8,Pam,"Alright, let's not panic. We'll figure this out together.",neutral,1185
0,1,Rachel,"You guys, I just saw something move in the dark corner over there!",fear,1186
1,2,Chandler,"What? Where? Oh no, I'm freaking out!",fear,1186
2,3,Monica,"It's probably just a shadow. But let's turn on the lights, just in case.",neutral,1186
3,4,Ross,I'll do it. But I'm not taking off my Holiday Armadillo costume!,joy,1186
4,5,Rachel,"Hurry, Ross! I'm scared!",fear,1186
0,1,Joey,Well that’s it. I’m done. Whew! There come the meat sweats.,joy,1187
1,2,Monica,"Well Joey, we’re all…we’re all very proud of you.",joy,1187
2,3,Chandler,"Yes, I believe we can expect a call from the President any moment now.",neutral,1187
3,4,Phoebe,Is there anything we can do for you?,neutral,1187
4,5,Joey,"No just, nobody press on my stomach.",neutral,1187
5,6,Rachel,You can keep those pants by the way.,neutral,1187
6,7,Joey,Whoa—hey—wh-wh-what do you got there? What is that? Pie?,surprise,1187
7,8,Monica,"Yeah, you want some?",neutral,1187
8,9,Joey,"Ah, just cut me a little sliver.",joy,1187
9,10,Joey,A little bigger.,neutral,1187
10,11,Joey,Little bigger.,neutral,1187
11,12,Joey,What?!,surprise,1187
12,13,Joey,Are you afraid you’re gonna run out?!,anger,1187
13,14,Joey,Cut me a real piece!,anger,1187
0,1,Rachel,"I'm scared, what if Monica loses the baby?",fear,1188
1,2,Phoebe,"I know, it's such a frightening thought.",fear,1188
2,3,Rachel,I can't imagine how Monica must be feeling.,sadness,1188
3,4,Phoebe,She's probably terrified.,fear,1188
4,5,Rachel,"We have to be there for her, no matter what.",neutral,1188
5,6,Phoebe,"Of course, she's our friend.",neutral,1188
0,1,Monica,"Guys, I think there's something wrong with the food.",fear,1189
1,2,Chandler,What do you mean?,surprise,1189
2,3,Monica,I found this weird lump in the mashed potatoes.,disgust,1189
3,4,Joey,"Eh, it's probably just a potato chunk.",neutral,1189
4,5,Rachel,Or it could be something far worse...,fear,1189
5,6,Ross,What are you implying?,fear,1189
6,7,Rachel,"I heard the meat here isn't always...well, kosher.",fear,1189
7,8,Phoebe,"Oh no, I had the chicken! What if it was...a human?",fear,1189
8,9,Chandler,"Okay, that's a stretch, Pheebs.",neutral,1189
9,10,Joey,"Hey, I'm just glad I got the pizza.",joy,1189
10,11,Ross,Until you realize the 'pepperoni' might be something else entirely...,fear,1189
11,12,Joey,"Dammit, Ross!",anger,1189
12,13,Monica,I can't eat here anymore.,fear,1189
13,14,Rachel,Same. Let's just order takeout from a place we trust.,fear,1189
14,15,Phoebe,Or we could just eat at home.,fear,1189
15,16,Chandler,"Yeah, I think that's the safest option.",fear,1189
16,17,Ross,"Alright, let's go. I won't take another bite until I know what I'm eating.",fear,1189
0,1,Janine,"Joey, I think someone's been in our apartment.",fear,1190
1,2,Joey,What? Why do you think that?,fear,1190
2,3,Janine,Things have been moved around and I'm sure I didn't leave them like that.,fear,1190
3,4,Joey,Maybe we just forgot. We've both been under a lot of stress lately.,neutral,1190
4,5,Janine,"No, Joey, this is different. I'm really scared.",fear,1190
5,6,Joey,"Okay, let's check the apartment together. We'll make sure everything's okay.",neutral,1190
6,7,Janine,"Thank you, Joey. I don't know what I'd do without you.",neutral,1190
7,8,Joey,"We're roommates, we've got to look out for each other.",neutral,1190
8,9,Janine,You're right. I just... I just got so scared.,fear,1190
9,10,Joey,I understand. Let's check the apartment and then we can talk about what's going on.,neutral,1190
0,1,Rachel,"Guys, I'm really worried about Ross. What if something happened to him in Vermont?",fear,1191
1,2,Monica,"I'm sure he's fine, Rach. Ross can handle himself.",neutral,1191
2,3,Phoebe,"Yeah, maybe he just lost his phone or something.",neutral,1191
3,4,Chandler,Or maybe he's been kidnapped by a bunch of angry moose!,fear,1191
4,5,Rachel,"Oh my God, that's not even funny, Chandler!",anger,1191
5,6,Monica,"Okay, how about another round of drinks to take our minds off things?",neutral,1191
6,7,Phoebe,"Remember, a virgin for me, please.",neutral,1191
7,8,Chandler,"Y'know, maybe I should call Kathy. She might know something.",fear,1191
8,9,Phoebe,If you think it will help.,neutral,1191
9,10,Chandler,No! That was a test!,fear,1191
10,11,Monica,I think someone needs another lap dance.,joy,1191
11,12,Phoebe,You should! How is Janice?,surprise,1191
12,13,Chandler,Ohhh!!,anger,1191
0,1,Chandler,"Hey guys, did you hear about the new thriller movie?",fear,1192
1,2,Ross,"No, what's it about?",neutral,1192
2,3,Chandler,It's about a haunted apartment complex. The residents keep experiencing strange phenomena.,fear,1192
3,4,Joey,That sounds terrifying! Count me in.,fear,1192
4,5,Ross,"I don't know, guys. I'm not sure I want to watch something so scary.",fear,1192
0,1,Phoebe,Did you hear about the new horror movie playing in Vegas?,neutral,1193
1,2,Monica,"No, what's it about?",neutral,1193
2,3,Phoebe,It's about a haunted wedding chapel where the couples who get married are cursed forever.,fear,1193
3,4,Monica,That sounds terrifying!,fear,1193
4,5,Phoebe,"I know, right? I wouldn't want to get married there.",fear,1193
5,6,Monica,Me neither. It's scary to think that your wedding could be cursed.,fear,1193
6,7,Phoebe,"Yeah, I'd rather have a boring wedding than a cursed one.",neutral,1193
0,1,Tom,Did you hear that noise outside?,fear,1194
1,2,Sarah,"Yeah, it sounded like footsteps.",fear,1194
2,3,Tom,I think someone might be out there.,fear,1194
3,4,Sarah,Maybe we should call the police.,fear,1194
4,5,Tom,I'm scared. What if it's a burglar?,fear,1194
5,6,Sarah,Let's just stay inside and lock the doors.,fear,1194
0,1,Monica,"Guys, I just heard on the news that a dangerous criminal escaped from prison!",fear,1195
1,2,Phoebe,"Oh no, that's terrifying. What do we do?",fear,1195
2,3,Ross,"We should probably lock the doors and windows, just to be safe.",neutral,1195
3,4,Rachel,I can't believe this is happening. I'm so scared.,fear,1195
4,5,Chandler,"Don't worry, I'm sure the police will catch him soon.",neutral,1195
5,6,Joey,I'll stay up and keep watch tonight. No one's getting past me.,fear,1195
6,7,Monica,"Thank you, Joey. That makes me feel a little better.",fear,1195
7,8,Phoebe,"Maybe we should stay together, safety in numbers, right?",fear,1195
8,9,Ross,"Good idea, let's all stay in the living room together tonight.",neutral,1195
0,1,Rachel,Okay.,neutral,1196
1,2,Chandler,"Okay, we have to talk. I’m just getting out of a very serious relationship.",fear,1196
2,3,Janice,"I know! And I’m just getting out of a marriage, I mean talk about meant to be!",fear,1196
3,4,Chandler,Right! I just think that this is happening too soon.,fear,1196
4,5,Janice,"Oh, too soon, too schmoon. Face it honey, I am not letting you get away this time.",sadness,1196
5,6,Chandler,"I hear ya.  But! Unfortunately, my company is transferring me overseas!",fear,1196
6,7,Janice,Oh no! Where to?  Too Paris?,surprise,1196
7,8,Chandler,"No! No! Not, Paris.",neutral,1196
8,9,Janice,"Too London? No-no, Rome? Vienna? Ooh-ooh, Barcelona?",joy,1196
9,10,Chandler,"Okay, could you just stop talking for a second?  Yemen. That’s right, yes, I’m being transferred to Yemen!",anger,1196
10,11,Janice,When?,fear,1196
11,12,Chandler,I don’t know exactly.,neutral,1196
12,13,Janice,"Ugh, well I will just have to soak up every once of Chandler Bing until that moment comes.",fear,1196
13,14,Chandler,But I do know that it’s some time tomorrow.,fear,1196
0,1,Monica,"Okay, good, so there you go. Go with Ross.",fear,1197
1,2,Rachel,"Yeah, but Chandler's really sensitive.",neutral,1197
2,3,Ross,"Well, being sensitive is important, pick him.",neutral,1197
3,4,Rachel,Yeah.,neutral,1197
4,5,Monica,"Oh sure, go with the sissy.",disgust,1197
5,6,Ross,Chandler is not a sissy!,anger,1197
6,7,Monica,"Oh no-no-no-no, I meant Joey.",fear,1197
0,1,Monica,"Phoebe, have you heard about the new rumor going around about Mike and David?",fear,1198
1,2,Phoebe,"No, what is it?",neutral,1198
2,3,Monica,"Apparently, they both might be leaving for a job in another country!",fear,1198
3,4,Chandler,"That's not something to be scared of, Monica. It's just a rumor.",neutral,1198
4,5,Monica,"But what if it's true? Phoebe will have to choose between them, and it terrifies me!",fear,1198
5,6,Ross,I wouldn't worry too much. Phoebe is a smart girl. She'll make the right decision.,neutral,1198
6,7,Phoebe,"You guys, I overheard Mike and David talking about this. They're not leaving!",joy,1198
7,8,Monica,"Oh, thank goodness! I was so worried!",joy,1198
0,1,Monica,I don't know if I can do this. What if they don't like me?,fear,1199
1,2,Ross,"Come on, they're gonna love you.",joy,1199
2,3,Monica,But what if they don't? I can't bear the thought of being rejected.,fear,1199
3,4,Ross,You're overthinking it. Just be yourself and everything will be fine.,neutral,1199
4,5,Monica,I guess you're right. I just can't shake off this feeling of dread.,fear,1199
0,1,Joey,"Guys, I got a new job at the museum!",joy,1200
1,2,Chandler,"Oh, that's great! What do you do there?",neutral,1200
2,3,Joey,"I'm a tour guide, but there's something scary about the place.",fear,1200
3,4,Ross,What do you mean?,neutral,1200
4,5,Joey,I think the museum might be haunted. I heard strange noises and saw shadows moving.,fear,1200
5,6,Rachel,"You don't really believe in ghosts, do you?",disgust,1200
6,7,Joey,"I don't know, but it's really creepy in there.",fear,1200
7,8,Monica,Maybe it's just your imagination playing tricks on you.,neutral,1200
8,9,Chandler,"Yeah, or it could be something else. Have you asked anyone about it?",neutral,1200
9,10,Joey,"No, I'm too afraid to ask. What if they say it's haunted?",fear,1200
0,1,Monica,Did you hear about the creepy clown sightings around the neighborhood?,fear,1201
1,2,Rachel,"No, what? That's terrifying!",fear,1201
2,3,Chandler,"You guys are overreacting, it's probably just a prank.",neutral,1201
3,4,Monica,I'm not taking any chances. I'm not going out alone at night.,fear,1201
4,5,Ross,I'll stay with you guys for Thanksgiving. Safety in numbers!,joy,1201
0,1,Phoebe,I'm scared of clowns.,fear,1202
1,2,Rachel,Why are you afraid of clowns?,neutral,1202
2,3,Phoebe,"They have such a eerie smile, it's creepy!",fear,1202
3,4,Rachel,"Oh, I never thought about it that way.",neutral,1202
4,5,Phoebe,Right? It's like they are hiding something sinister behind that painted face.,fear,1202
5,6,Rachel,I guess I can see why you would be scared.,neutral,1202
0,1,Rachel,I'm really scared about raising a child on my own.,fear,1203
1,2,Ross,"It's natural to feel that way, but you're going to be a great mom.",neutral,1203
2,3,Rachel,What if I fail? What if I'm not good enough?,fear,1203
3,4,Ross,You're the most amazing person I know. You got this.,joy,1203
4,5,Rachel,I just don't want my child to go through the same things I did.,sadness,1203
5,6,Ross,You will break that cycle. You will give your child a better life.,neutral,1203
6,7,Rachel,I hope so. I really hope so.,fear,1203
7,8,Ross,Let's go grab a coffee and talk more about it.,neutral,1203
8,9,Rachel,I think I need something stronger than coffee.,fear,1203
9,10,Ross,We can do that too. Whatever you need.,neutral,1203
0,1,Joey,"Guys, I think someone's been in my apartment!",fear,1204
1,2,Chandler,What? Why do you think that?,surprise,1204
2,3,Joey,Things have been moved around and I'm missing some stuff.,anger,1204
3,4,Ross,"Calm down, Joey. Maybe you just misplaced them.",neutral,1204
4,5,Joey,"No, I know where I put everything! Someone's been here!",fear,1204
5,6,Chandler,"Okay, let's check if the door was forced open or something.",neutral,1204
6,7,Ross,I don't see any signs of a break-in.,neutral,1204
7,8,Joey,Maybe they had a key... or maybe they're still here!,fear,1204
8,9,Chandler,"Alright, let's search the apartment, but I'm sure it's nothing to worry about.",neutral,1204
9,10,Joey,I'm not going in there alone!,fear,1204
10,11,Ross,"We'll go with you, Joey. Don't worry.",neutral,1204
11,12,Joey,"Okay... but if I scream, someone please come running!",fear,1204
0,1,Phoebe,"Hey, has anyone seen the news?",fear,1205
1,2,Monica,"No, what happened?",neutral,1205
2,3,All,What's going on?,fear,1205
3,4,Joey,"Phoebe, are you okay?",fear,1205
4,5,Phoebe,"Yeah, I'm fine. It's just... the news.",fear,1205
